GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,ScannableStream,37,82,7,3,10,17,8,6,3,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,AssetAssertion,10,114,4,6,5,23,6,9,2,8
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.scan,BasicPolicyFactory,0,31,0,2,0,7,0,4,0,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.sms,SmsResource,12,30,2,2,2,10,4,3,2,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.sms,BasicSmsMessage,14,15,0,0,1,6,1,3,1,3
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.sms,ScannableSmsStream,9,90,2,10,2,23,2,10,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.whitelist,WhitelistHeuristic,17,55,5,5,7,17,5,6,0,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.whitelist,WhitelistEntry,21,28,1,7,2,7,2,5,1,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.whitelist,WhitelistTable,4,102,0,12,2,21,1,10,1,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,ThreatClassification,125,239,26,24,27,62,17,26,3,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,AssessmentType,32,72,9,5,8,19,8,8,3,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,KBEntry,35,9,4,0,9,4,4,2,2,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,Assessment.Severity,45,39,8,4,9,12,7,6,3,4
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,KnowledgeBase,18,43,0,2,6,11,3,6,3,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,ResponseKind,26,87,7,3,5,24,6,7,2,6
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.security.threatnet.kb,Assessment,190,81,12,4,27,33,19,16,13,14
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,ExactPatternMatcher,1,168,1,21,0,42,1,17,0,7
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,HashedPattern,14,27,0,0,2,9,2,5,2,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,MultiPatternMatcher,5,321,4,30,2,79,5,25,1,12
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,PolicyVisitor,4,0,0,0,2,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,PolicyNode,11,0,0,0,3,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,Rule,14,0,0,0,5,0,5,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,Action,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,Condition,3,0,0,0,1,0,1,0,1,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,ContentRule,5,0,0,0,2,0,2,0,2,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,ContentPolicy,152,0,8,0,32,0,9,0,5,0
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,PatternTable.Node,0,17,0,0,0,5,0,1,0,1
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,PatternTable,196,251,28,20,35,58,17,23,1,15
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,AssertionDefinition,23,65,5,5,6,18,6,5,1,5
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.detection,MultiPatternMatcher.new MatchListener() {...},0,59,1,3,0,10,1,3,0,2
"test (Nov 24, 2014 6:06:21 PM)/security/src",com.lookout.android.xml,ResourceTableTypeSpec,12,45,0,2,4,11,4,4,4,3
